TransactionID,isFraud,TransactionDT,TransactionAmt,card1,DeviceType,DeviceInfo,P_emaildomain,ProductCD,C1,C2,C3,C4,C5,V1,V2,V3,V4,V5,tx_hour_of_day,tx_day_of_cycle,tx_day_index,time_since_prev_tx,card1_prior_tx_count,card1_prior_amount_mean,card1_prior_amount_max,card1_amount_deviation_from_prior_mean,graph_card1_prior_degree,graph_shared_device_prior_tx_count,graph_shared_email_prior_tx_count,graph_neighborhood_prior_amt_sum,graph_neighborhood_prior_amt_mean,graph_relational_risk_score,y_true,y_prob,y_pred,error_type
2989078,0,2166554,119.46,1281,,Windows,,H,1.0,3.0,3.0,2.0,2.0,-0.7678956285411526,-0.4061763573944237,-1.0294514207762582,0.8448261886467091,0.49534906813546975,1,4,25,183934.0,5,64.672024808468,214.79012404234,54.787975191532,5,391,403,323.36012404234,64.672024808468,6.386879319362645,0,1.889588030635529e-19,0,TN
2989079,0,2168663,2.63,1359,desktop,SM-G935F Build/NRD90M,yahoo.com,H,0.0,1.0,2.0,2.0,1.0,0.03912722707691314,0.8939885340212874,-1.1746163486881855,-0.19567332961853248,0.21345487092930795,2,4,25,52809.0,1,53.86,53.86,-51.23,1,407,452,53.86,53.86,6.452206670705986,0,4.471180901610972e-17,0,TN
2989080,0,2169992,47.63,1402,desktop,Windows,anonymous.com,R,3.0,1.0,3.0,1.0,4.0,0.26028726719201034,-2.946268927782396,0.3076034524819623,-1.0556393977820582,0.9944286335840944,2,4,25,20093.0,6,130.06191128145304,398.00146768871826,-82.43191128145304,6,392,386,780.3714676887182,130.06191128145304,6.37434315654335,0,2.903729757955749e-17,0,TN
2989081,0,2170698,44.34,1310,mobile,,hotmail.com,C,2.0,1.0,3.0,2.0,1.0,-1.267298103119539,-0.916762158062983,0.9143063140178107,1.1953620731970183,-1.2769128797448512,2,4,25,443049.0,2,107.505,162.87,-63.16499999999999,2,424,417,215.01,107.505,6.451575656329472,0,2.1534141929615442e-26,0,TN
2989082,0,2171659,79.41,1118,desktop,SM-G935F Build/NRD90M,hotmail.com,H,0.0,3.0,0.0,2.0,1.0,-0.677917679249152,-0.4812014789140397,0.14248828701571895,-0.5920768193327508,-1.6653518223155699,3,4,25,798423.0,3,108.26,166.46,-28.85000000000001,3,408,418,324.78000000000003,108.26,6.426973776564523,0,2.1534141929615442e-26,0,TN
2989083,0,2172613,8.55,1379,,Windows,anonymous.com,S,4.0,1.0,1.0,2.0,0.0,-1.2812840670969432,-1.5296764992186969,0.4430556200780654,-2.2781510362109394,-0.21723604122519288,3,4,25,180934.0,4,89.6075,187.35,-81.0575,4,393,387,358.43,89.6075,6.376556865408209,0,6.034586614711391e-20,0,TN
2989084,0,2173658,157.13,1440,mobile,,yahoo.com,H,3.0,1.0,5.0,4.0,2.0,1.1569203899861094,0.0151829063762801,0.6821402331874203,-1.218522678937905,0.37323645815378126,3,4,25,788992.0,3,63.68333333333334,121.9,93.44666666666666,3,425,453,191.05,63.68333333333334,6.481270803649897,0,8.452481701022197e-13,0,TN
2989085,0,2175671,25.56,1133,mobile,,hotmail.com,W,1.0,0.0,3.0,1.0,1.0,-0.7066431511817386,-0.41668934318013234,-0.4052627782931589,-0.559275020435479,-0.5106258380252208,4,4,25,75950.0,3,94.27,150.55,-68.71,3,426,419,282.81,94.27,6.456455634530173,0,1.68112208988056e-22,0,TN
2989086,0,2176612,114.02,1128,,Windows,,C,1.0,2.0,2.0,3.0,1.0,-0.06520290875913408,-0.8379640911153321,0.47090304658724835,-0.7945094407988198,-0.05204635786881352,4,4,25,490420.0,2,127.94,241.72,-13.920000000000002,2,394,404,255.88,127.94,6.392252065665035,0,4.7271155177885245e-20,0,TN
2989087,0,2176945,163.56,1007,,Windows,gmail.com,R,2.0,1.0,1.0,0.0,3.0,0.2129311175060208,1.397525345763663,0.5366391237293806,-0.12216556825952292,-1.3752580012410747,4,4,25,382622.0,3,143.25453367043988,351.4736010113196,20.30546632956012,3,395,420,429.7636010113196,143.25453367043988,6.407374913077685,0,3.022439806921991e-14,0,TN
2989088,0,2177184,83.53,1480,desktop,iOS Device,,H,1.0,3.0,1.0,1.0,2.0,0.6683361002058595,0.8460203882048841,-1.1099040878684536,0.2675248489318826,-1.2917866743208208,4,4,25,487238.0,10,65.392,239.34,18.138000000000005,10,432,405,653.92,65.392,6.4559844179974615,0,3.1749443805741698e-27,0,TN
2989089,0,2178035,136.05,1050,,,hotmail.com,W,1.0,2.0,3.0,4.0,4.0,0.5061720786205801,0.8322429453417711,0.16458457653043365,0.2918591446007435,-0.7014493570999911,5,4,25,498190.0,3,55.36666666666667,110.28,80.68333333333334,3,427,420,166.1,55.36666666666667,6.458808392262012,0,2.1899885042241558e-18,0,TN
2989090,0,2178501,109.43,1490,mobile,Windows,gmail.com,S,2.0,1.0,2.0,1.0,0.0,0.5855655356385533,0.031506489620720196,0.4152823026128524,-0.1323003323150121,0.863310470603884,5,4,25,589764.0,3,156.08333333333334,337.73,-46.653333333333336,3,396,421,468.25000000000006,156.08333333333334,6.409845880482693,0,2.2770741439383622e-18,0,TN
2989091,0,2179773,44.93,1340,desktop,,anonymous.com,S,2.0,3.0,3.0,6.0,2.0,-1.171150006025783,0.3319852034899065,0.3716494201368968,0.9586205165537834,0.4270661254424452,5,4,25,1403997.0,2,130.405,152.43,-85.475,2,428,388,260.81,130.405,6.4348674945565385,0,2.2712520949399604e-22,0,TN
2989092,0,2180557,166.47,1471,desktop,SM-G935F Build/NRD90M,gmail.com,R,4.0,1.0,1.0,3.0,1.0,,1.7148772934396195,0.27259234331399235,1.0953155669961063,0.715643732690487,5,4,25,1181430.0,5,99.56971068869572,299.68855344347855,66.90028931130428,5,409,422,497.8485534434786,99.56971068869572,6.432135910950766,0,5.003118495804097e-15,0,TN
2989093,0,2180929,35.91,1280,mobile,MacOS,gmail.com,R,0.0,1.0,4.0,3.0,3.0,-1.3822848860484804,-1.179136969977351,0.7840566626005102,0.5343458477463621,0.9052281800558685,5,4,25,109233.0,5,72.91718619566743,123.85,-37.00718619566743,5,424,423,364.58593097833716,72.91718619566743,6.456769655572163,0,2.8703022450488097e-22,0,TN
2989094,0,2181905,85.68,1174,desktop,MacOS,gmail.com,H,3.0,2.0,1.0,1.0,1.0,0.3992486314043566,-1.0257188914848576,2.1988956655774845,1.0354403855724281,2.4078691686568607,6,4,25,40725.0,7,105.71571428571428,304.79,-20.035714285714278,7,425,424,740.01,105.71571428571428,6.459434860567543,0,4.276546112098519e-20,0,TN
2989095,0,2182994,137.81,1182,desktop,Windows,hotmail.com,R,2.0,2.0,2.0,1.0,2.0,1.260223082820758,1.1014169110414778,0.1942002354043224,-1.4372304246779517,-1.5186708410068968,6,4,25,35511.0,7,83.11142857142856,173.51,54.69857142857144,7,397,421,581.78,83.11142857142856,6.412146621021007,0,5.787178694902525e-18,0,TN
2989096,0,2184614,48.64,1191,mobile,Windows,yahoo.com,W,1.0,1.0,1.0,3.0,2.0,-1.0960116803335782,0.5384164280953483,1.5817889284592022,-2.023726613868604,-0.8618318295503694,6,4,25,275664.0,4,113.0975,284.5,-64.4575,4,398,454,452.39,113.0975,6.439989144676593,0,1.68112208988056e-22,0,TN
2989097,0,2184804,37.06,1248,,,hotmail.com,W,1.0,2.0,1.0,1.0,1.0,-1.4258737340390966,-0.5747686311764203,-1.698175855918303,-0.989799126365139,1.335616490137669,6,4,25,255004.0,8,116.69249134721227,265.47993077769814,-79.63249134721227,8,429,422,933.5399307776981,116.69249134721227,6.464276728675756,0,2.1534141929615442e-26,0,TN
2989098,0,2186421,62.5,1234,desktop,Windows,yahoo.com,W,5.0,1.0,4.0,1.0,1.0,1.661650372188844,0.4510582323326846,0.14264299290165006,0.34138421102520533,-0.1844323310903769,7,4,25,150999.0,11,99.3656528322971,278.67218115526805,-36.8656528322971,11,399,455,1093.022181155268,99.3656528322971,6.4434951243634675,0,5.252541398270239e-11,0,TN
2989099,0,2186743,171.35,1082,desktop,,anonymous.com,H,2.0,1.0,1.0,3.0,3.0,-0.5867844638078229,-1.1334287442694322,-1.576275608200168,0.9890435043083708,0.481426665142862,7,4,25,254419.0,2,33.335,59.1,138.015,2,430,389,66.67,33.335,6.438871023004318,0,2.1068089808033754e-18,0,TN
2989100,0,2191083,266.81,1092,,Windows,anonymous.com,H,4.0,1.0,3.0,2.0,2.0,0.5769419662337997,0.4037308513811377,-0.5060896557255884,-1.0574017902692279,-1.1960889203917602,8,4,25,101409.0,3,99.45333333333333,165.83,167.35666666666668,3,400,390,298.36,99.45333333333333,6.39074389612906,0,3.0143592150360017e-15,0,TN
2989101,0,2191458,79.76,1372,desktop,,anonymous.com,R,2.0,2.0,2.0,3.0,1.0,-1.6179756436324781,-0.6787452955454091,1.6884355595562923,0.38025319071444197,0.301937234669581,8,4,25,122815.0,3,158.61666666666665,405.46,-78.85666666666664,3,431,391,475.84999999999997,158.61666666666665,6.442221644407853,0,2.1534141929615442e-26,0,TN
2989102,0,2192630,109.31,1393,,Windows,anonymous.com,H,4.0,1.0,1.0,1.0,2.0,0.9145956506941076,1.529500211090125,0.8018466917126348,0.9831953587268151,1.0469080682525531,9,4,25,152121.0,2,14.465,22.49,94.845,2,401,392,28.93,14.465,6.393925146195848,0,3.953519664079982e-14,0,TN
2989103,0,2193092,234.59,1311,mobile,iOS Device,anonymous.com,W,2.0,0.0,1.0,0.0,1.0,1.0673435995803768,0.3176621383974,0.1085970358997134,-0.4410422526061287,-0.12803978205085453,9,4,25,1318432.0,1,49.53,49.53,185.06,1,433,393,49.53,49.53,6.446671747110961,0,1.8576638343732932e-09,0,TN
2989104,0,2195841,11.37,1267,desktop,,,C,0.0,2.0,1.0,3.0,1.0,1.5830574728369913,0.014385155157528329,1.1428233954195002,-0.5261416721610581,0.4279022387278358,9,4,25,1022561.0,5,109.378,247.32,-98.008,5,432,406,546.89,109.378,6.4559844179974615,0,2.1714684264373893e-18,0,TN
2989105,0,2196218,27.41,1416,desktop,iOS Device,hotmail.com,W,1.0,3.0,1.0,1.0,2.0,,-0.2838464182321411,0.25212048666793596,0.7513977993654829,0.2938665628620061,10,4,25,217754.0,11,64.55636363636364,196.09,-37.146363636363645,11,434,423,710.12,64.55636363636364,6.47327322180348,0,1.1756896559455226e-88,0,TN
2989106,0,2196776,124.41,1119,desktop,iOS Device,yahoo.com,C,0.0,2.0,0.0,1.0,0.0,-0.9208702314916128,0.3065767054225851,-0.3982075314189884,-0.7905461096089597,0.8190590424735048,10,4,25,860648.0,2,98.865,144.7,25.545,2,435,456,197.73,98.865,6.498583308942647,0,2.5405585144410418e-17,0,TN
2989107,0,2197538,174.58,1070,desktop,iOS Device,anonymous.com,R,1.0,4.0,2.0,0.0,4.0,1.2384261654907298,0.855460978411393,-1.6995946577506744,-0.7771174912654006,-0.8843714925492131,10,4,25,321522.0,4,138.74,338.66,35.84,4,436,394,554.96,138.74,6.452679670320638,0,8.948605674675942e-15,0,TN
2989108,0,2201185,195.51,1016,desktop,iOS Device,,S,1.0,0.0,2.0,0.0,4.0,0.5046495796359184,-0.27542591418273127,0.4244746180107604,-0.30875696520730855,-1.6390992654236913,11,4,25,203838.0,6,133.24333333333334,305.21,62.26666666666665,6,437,407,799.46,133.24333333333334,6.464744054800002,0,3.838824859995682e-14,0,TN
2989109,0,2201192,54.63,1252,mobile,SM-G935F Build/NRD90M,,H,2.0,1.0,2.0,3.0,1.0,-0.05389492626537523,1.972043608621372,-0.9647297039771786,-0.2151074108823306,0.4012260011241316,11,4,25,112468.0,4,152.18384925117607,461.90539700470424,-97.55384925117608,4,410,408,608.7353970047043,152.18384925117607,6.422272462887942,0,2.1534141929615442e-26,0,TN
2989110,0,2202210,10.36,1444,desktop,MacOS,,H,1.0,0.0,4.0,0.0,3.0,0.2435520513719885,-0.15608745169970561,-0.01155160131624705,-0.39716676392138156,0.8864731829718396,11,4,25,496749.0,6,251.08077590619544,544.65,-240.72077590619546,6,426,409,1506.4846554371727,251.08077590619544,6.449047609478253,0,1.390872803822846e-22,0,TN
2989111,0,2202304,58.59,1121,mobile,SM-G935F Build/NRD90M,hotmail.com,W,1.0,1.0,1.0,3.0,0.0,2.0642932258635653,0.5518040161796479,-0.11298391995732422,-2.8943278677625135,1.9061463134379537,11,4,25,423776.0,5,135.09154044915695,258.80770224578475,-76.50154044915695,5,411,424,675.4577022457847,135.09154044915695,6.436951329565632,0,2.647900537115574e-12,0,TN
2989112,0,2203422,27.23,1379,mobile,Windows,anonymous.com,W,1.0,3.0,3.0,1.0,1.0,-0.9098226066702294,0.34460173093833674,-0.37871735286255875,0.1176040225777768,0.10667199178842497,12,4,25,30809.0,5,73.39599999999999,187.35,-46.16599999999998,5,402,395,366.97999999999996,73.39599999999999,6.398594934535208,0,2.602233458191052e-26,0,TN
2989113,0,2204724,35.42,1009,desktop,Windows,,C,2.0,3.0,1.0,2.0,1.0,0.1801195354308347,-2.3488580855560373,0.32059581612418075,1.4944912317322812,-0.7373677473300025,12,4,25,310332.0,5,107.44336840796186,315.2668420398093,-72.02336840796185,5,403,410,537.2168420398093,107.44336840796186,6.412638948921326,0,4.073949051561235e-18,0,TN
2989114,0,2206223,148.96,1286,desktop,MacOS,,H,3.0,2.0,1.0,1.0,3.0,1.157491671820017,1.0333026104605085,1.8040961176933286,-0.19911745899045336,-0.14512418381147343,12,4,25,366979.0,6,53.24666666666667,120.41,95.71333333333334,6,427,411,319.48,53.24666666666667,6.452206670705986,0,5.981728614560355e-15,0,TN
2989115,0,2206864,8.85,1315,desktop,MacOS,anonymous.com,R,1.0,1.0,4.0,0.0,2.0,0.31642361100894223,2.3725767859278872,0.1667939948202537,-1.0163427594682852,-0.032715863478773505,13,4,25,736214.0,6,140.81,443.4,-131.96,6,428,396,844.86,140.81,6.441903020858877,0,2.1534141929615442e-26,0,TN
2989116,0,2206873,176.78,1325,desktop,MacOS,hotmail.com,W,0.0,1.0,5.0,0.0,0.0,-1.3140307609363322,0.4072628175869578,-0.08653693654591076,0.7168422118995778,-0.22798719366655698,13,4,25,199196.0,6,69.16833333333334,151.39,107.61166666666666,6,429,425,415.01,69.16833333333334,6.466300233140817,0,4.884369361753934e-18,0,TN
2989117,0,2206939,56.8,1272,,iOS Device,,H,3.0,1.0,4.0,2.0,0.0,0.09604310207447694,0.38792750493317696,-0.2249597081627109,-0.385120355217547,0.3863813991253786,13,4,25,381356.0,6,79.51333333333334,113.57,-22.71333333333334,6,438,412,477.08,79.51333333333334,6.470180116955739,0,1.1756896559455226e-88,0,TN
2989118,0,2208090,91.65,1305,desktop,SM-G935F Build/NRD90M,yahoo.com,S,3.0,4.0,3.0,5.0,4.0,-1.7262466136443895,0.2638036776173727,0.021012737983448913,-0.6904338492497216,2.1505658406743073,13,4,25,161765.0,3,55.913333333333334,95.11,35.73666666666667,3,412,457,167.74,55.913333333333334,6.464276728675756,0,2.839492090052492e-15,0,TN
2989119,0,2209491,10.39,1292,,Windows,gmail.com,C,5.0,2.0,0.0,1.0,1.0,-0.40275692180565353,-1.0104426178681492,1.0605690150483584,0.9655545629637079,1.2881411273862253,13,4,25,438740.0,5,85.804,214.07,-75.414,5,404,425,429.02,85.804,6.42648845745769,0,2.0785918064479535e-13,0,TN
2989120,0,2209621,42.15,1209,mobile,SM-G935F Build/NRD90M,gmail.com,W,2.0,3.0,4.0,0.0,1.0,-1.2372475194274326,0.04412259957244041,-3.361525146037578,-0.48663633520701044,-1.615296876561994,13,4,25,1006950.0,3,62.49333333333334,91.65,-20.34333333333334,3,413,426,187.48000000000002,62.49333333333334,6.441424895102697,0,1.7869911234615518e-26,0,TN
2989121,0,2211803,10.4,1445,mobile,SM-G935F Build/NRD90M,gmail.com,W,2.0,0.0,1.0,3.0,0.0,-0.6310581140710084,0.21424104509320688,-0.26015307197077336,0.2444098786983488,-0.007387284416254412,14,4,25,127206.0,1,276.78,276.78,-266.38,1,414,427,276.78,276.78,6.4434951243634675,0,2.1534141929615442e-26,0,TN
2989122,0,2212853,326.82,1217,mobile,SM-G935F Build/NRD90M,hotmail.com,R,4.0,1.0,4.0,3.0,2.0,1.009753095614173,0.8027003765001995,-2.331174500999374,1.073186832639894,-1.6156109552157005,14,4,25,138698.0,6,91.43666666666667,226.91,235.38333333333333,6,415,426,548.62,91.43666666666667,6.445084697103193,0,2.253487054813802e-12,0,TN
2989123,0,2213999,165.64,1240,,MacOS,,W,1.0,0.0,5.0,1.0,1.0,-0.5213225033389367,0.41796369648295056,-0.4773092144492932,0.1243763131667764,-0.7137901331892867,14,4,25,371475.0,3,168.89333333333335,358.0,-3.2533333333333587,3,430,413,506.68,168.89333333333335,6.458024754575957,0,4.1336553102715536e-18,0,TN
2989124,0,2216263,62.55,1373,desktop,MacOS,gmail.com,H,2.0,1.0,1.0,1.0,4.0,-0.05970504883607011,0.5452167017219176,0.054933430493529285,-0.40970200783762833,-0.8100240050677663,15,4,25,540635.0,5,102.296,196.15,-39.74600000000001,5,431,428,511.48,102.296,6.471573198211912,0,1.390872803822846e-22,0,TN
2989125,0,2216285,26.31,1463,desktop,Windows,gmail.com,H,2.0,3.0,2.0,2.0,1.0,1.6263129564840353,-0.39149711047858,1.010926616634318,0.472245794993145,-0.12896211204521757,15,4,25,214254.0,5,75.366,170.64,-49.056,5,405,429,376.83,75.366,6.431331081933479,0,2.602233458191052e-26,0,TN
2989126,0,2217339,271.99,1199,mobile,Windows,anonymous.com,H,1.0,2.0,0.0,0.0,2.0,0.29171373870646095,1.1443781075045723,0.7718527793734075,-2.3619375758331387,-0.17544765430033146,15,4,25,367728.0,4,23.395,51.17,248.595,4,406,397,93.58,23.395,6.406714955950943,0,3.0944281458466748e-12,0,TN
2989127,0,2220183,43.25,1215,desktop,Windows,,S,0.0,3.0,2.0,3.0,2.0,-0.05704097400790783,1.4519206155051205,1.3462489290539659,0.7714741903220568,-0.16168647995737426,16,4,25,607461.0,4,54.6725,91.06,-11.4225,4,407,414,218.69,54.6725,6.422272462887942,0,5.045453954543976e-22,0,TN
2989128,0,2221193,18.55,1204,mobile,SM-G935F Build/NRD90M,,S,3.0,5.0,2.0,2.0,0.0,-0.30238038517334587,0.30673740483674156,-0.35118602833655094,-0.773235300996395,1.7142776473579941,16,4,25,518344.0,6,99.80754801747374,343.9152881048424,-81.25754801747374,6,416,415,598.8452881048424,99.80754801747374,6.437911636937767,0,9.92800476616192e-19,0,TN
2989129,0,2221619,83.82,1412,mobile,MacOS,anonymous.com,W,5.0,3.0,2.0,3.0,3.0,0.3662644356009761,0.3601640755840094,-0.9183058982385017,0.11073828545435373,1.0446685842550434,17,4,25,557997.0,4,116.10749999999999,183.7,-32.287499999999994,4,432,398,464.42999999999995,116.10749999999999,6.449522105335317,0,6.90769998537182e-11,0,TN
2989130,0,2222019,288.84,1415,mobile,iOS Device,,S,2.0,0.0,1.0,0.0,1.0,,-0.6447235645855246,-0.5875722776916769,0.044838412224394865,-0.2142021899480183,17,4,25,361787.0,4,64.185,119.22,224.65499999999997,4,439,416,256.74,64.185,6.474507789861521,0,3.2120390032586917e-12,0,TN
2989131,0,2222633,1.38,1215,mobile,SM-G935F Build/NRD90M,yahoo.com,S,2.0,2.0,3.0,2.0,3.0,-0.9567249374397319,0.6065303029907093,0.6439791390590918,0.3398160035341654,0.37281824727069995,17,4,25,2450.0,5,52.388,91.06,-51.007999999999996,5,417,458,261.94,52.388,6.4731187935736925,0,3.900154044510553e-17,0,TN
2989132,0,2224642,28.2,1079,mobile,,hotmail.com,R,2.0,4.0,0.0,2.0,3.0,0.37512252637377375,-0.007897271703084812,1.3958008594157518,0.31868733454535797,1.600653024999588,17,4,25,647555.0,8,63.394999999999996,162.35,-35.19499999999999,8,433,427,507.15999999999997,63.394999999999996,6.47435355218095,0,1.7869911234615518e-26,0,TN
2989133,0,2226086,279.79,1266,,SM-G935F Build/NRD90M,anonymous.com,S,3.0,1.0,2.0,1.0,2.0,-1.2753202434652753,-0.4615508904521209,0.42900736060237793,-0.852807420509862,-1.3925204129008573,18,4,25,413487.0,3,16.99,29.43,262.8,3,418,399,50.97,16.99,6.427782118698911,0,2.731375133110416e-11,0,TN
2989134,0,2226380,19.76,1479,,MacOS,gmail.com,C,4.0,1.0,2.0,2.0,2.0,-1.8321573338349442,-0.31697378357473993,-0.489166983299119,-0.5665356147695784,-0.08065605389910556,18,4,25,154142.0,8,133.8051715121424,285.83,-114.0451715121424,8,433,430,1070.4413720971393,133.8051715121424,6.476664623235,0,3.942079663256354e-22,0,TN
2989135,0,2227194,13.02,1389,mobile,,,C,0.0,1.0,2.0,0.0,4.0,0.3064113171411691,0.13944367691127382,-1.378162069133201,-0.7935302002521613,0.35074614150959826,18,4,25,374812.0,5,65.524,172.62,-52.504000000000005,5,434,417,327.62,65.524,6.467698726104354,0,3.2157904569719307e-22,0,TN
2989136,0,2229266,85.44,1378,mobile,SM-G935F Build/NRD90M,yahoo.com,C,1.0,3.0,1.0,3.0,6.0,0.15594849010100686,0.11000595559228722,-0.23563555946070677,-0.3957504042233628,-0.8099116916532337,19,4,25,124703.0,6,159.37623101509016,347.78,-73.93623101509016,6,419,459,956.2573860905409,159.37623101509016,6.477126197210423,0,2.8650709245568355e-20,0,TN
2989137,0,2231872,198.94,1034,,MacOS,yahoo.com,W,0.0,0.0,4.0,2.0,2.0,,1.404705852148042,0.6792890052525608,-1.6493418084082347,-1.518577667738558,19,4,25,306039.0,4,180.76099190712208,500.01396762848833,18.179008092877922,4,434,460,723.0439676284883,180.76099190712208,6.500388363584376,0,5.272476517436199e-16,0,TN
2989138,0,2234153,65.84,1288,mobile,MacOS,hotmail.com,H,3.0,5.0,2.0,0.0,3.0,-0.8998788506936278,-0.5640841006911863,-1.2618054763726205,-2.6789131818863177,-0.5473436052117967,20,4,25,1230713.0,4,92.08,142.24,-26.239999999999995,4,435,428,368.32,92.08,6.4775875582336,0,4.196451894566664e-17,0,TN
2989139,0,2234747,522.48,1017,mobile,iOS Device,yahoo.com,R,0.0,1.0,2.0,1.0,0.0,,0.4879754529724399,1.9973684061051904,0.45405537150826925,-0.25156950124864386,20,4,25,742779.0,3,25.903333333333336,66.43,496.5766666666667,3,440,461,77.71000000000001,25.903333333333336,6.509960677178192,0,7.612853633532956e-10,0,TN
2989140,0,2235215,114.68,1164,,SM-G935F Build/NRD90M,,W,2.0,2.0,0.0,1.0,0.0,0.4292546805357619,-1.006090758906518,-0.20207540599069596,1.4892112116080574,0.9901693948953617,20,4,25,670579.0,4,115.41843669882064,287.25374679528255,-0.7384366988206352,4,420,418,461.67374679528257,115.41843669882064,6.44635453854367,0,3.2700399358519065e-16,0,TN
2989141,0,2236624,8.7,1012,mobile,MacOS,,H,6.0,1.0,1.0,2.0,1.0,1.4351542066836696,-1.047335895179102,1.0044417387866924,-1.1038350091485525,-1.7873009807741649,21,4,25,706507.0,3,102.00333333333333,129.75,-93.30333333333333,3,436,419,306.01,102.00333333333333,6.472037127702952,0,2.41057592196891e-09,0,TN
2989142,0,2238699,494.81,1201,desktop,Windows,yahoo.com,R,2.0,1.0,2.0,0.0,3.0,-1.2891951251725235,-1.8706411511236343,-1.0715484645352515,0.6847907987197167,0.4164713604269521,21,4,25,381814.0,4,66.615,136.48,428.195,4,408,462,266.46,66.615,6.462092981122559,0,8.089931965612623e-13,0,TN
2989143,1,2240574,215.0004975501603,1228,,MacOS,,R,9.0,2.0,1.0,1.0,2.0,,1.0798486966246261,-0.46168278921046724,-1.3484169695577883,-0.39593189453658967,22,4,25,321490.0,5,203.88600000000002,329.96,11.11449755016028,5,437,420,1019.4300000000001,203.88600000000002,6.474662003756499,1,0.9540256453849724,1,TP
2989144,0,2240660,34.88,1345,desktop,iOS Device,,R,0.0,2.0,3.0,1.0,3.0,1.7235373741059907,0.9574700308933869,1.328597681205989,-0.03675678636643464,0.41089457592374407,22,4,25,194950.0,3,65.12333333333332,91.49,-30.243333333333318,3,441,421,195.36999999999998,65.12333333333332,6.481270803649897,0,7.4626423907912465e-16,0,TN
2989145,0,2241097,82.62,1365,,MacOS,gmail.com,C,1.0,1.0,0.0,6.0,1.0,1.264650809039825,-2.6909351913466875,-1.181310857802766,0.5946698830522147,1.6507226984912253,22,4,25,110273.0,3,138.53,371.54,-55.91,3,438,431,415.59000000000003,138.53,6.48432984549698,0,1.812888767153827e-20,0,TN
2989146,0,2241545,37.28,1464,,SM-G935F Build/NRD90M,anonymous.com,C,0.0,2.0,0.0,3.0,4.0,-2.299922622401939,0.16268589354741292,0.5505291384749028,1.7674388703285475,-0.8734075178850575,22,4,25,191574.0,4,122.0925,204.75,-84.8125,4,421,400,488.37,122.0925,6.433582972864182,0,2.5207243221953527e-20,0,TN
2989147,0,2242148,10.04,1447,,SM-G935F Build/NRD90M,,C,3.0,1.0,2.0,4.0,4.0,-0.36586743672095223,-0.4365972307778938,-0.8690263313507356,0.08669712602926914,1.1314277443950087,22,4,25,1258327.0,2,39.769999999999996,43.74,-29.729999999999997,2,422,422,79.53999999999999,39.769999999999996,6.452364362104247,0,2.6480870434575995e-17,0,TN
2989148,0,2245481,1.14,1000,desktop,,,R,1.0,1.0,1.0,3.0,1.0,0.4053755392613662,0.2945106241774512,-0.9131564499374971,-1.164569782830913,0.4617128082124724,23,4,25,303462.0,5,67.458,102.94,-66.318,5,435,423,337.29,67.458,6.473890696352274,0,3.755632423737722e-18,0,TN
2989149,0,2247082,60.71,1318,mobile,SM-G935F Build/NRD90M,hotmail.com,R,3.0,2.0,1.0,2.0,0.0,0.726883365945385,0.09457942413991588,-0.07702004355000878,0.024187294710850193,-0.40450554636662767,0,5,26,138782.0,5,195.0789049787543,342.4845248937716,-134.3689049787543,5,423,429,975.3945248937715,195.0789049787543,6.459904454377535,0,3.776930115780875e-20,0,TN
2989150,1,2247488,385.1391457665392,1216,mobile,,anonymous.com,C,16.0,1.0,2.0,1.0,3.0,3.7031046002824866,-0.22199210541662598,-0.661225029899359,0.19381824965832586,0.5726589311023687,0,5,26,774436.0,2,86.035,101.96,299.1041457665392,2,436,401,172.07,86.035,6.457867953321226,1,0.999999999994575,1,TP
2989151,0,2247596,85.94,1033,desktop,Windows,anonymous.com,R,0.0,4.0,1.0,2.0,2.0,-1.737624359147449,-1.050113907847868,0.3064365664849209,2.445593635606303,0.7737107466392602,0,5,26,118373.0,1,28.36,28.36,57.58,1,409,402,28.36,28.36,6.4152606119008695,0,2.2168183039589987e-22,0,TN
2989152,0,2248324,715.01,1358,desktop,iOS Device,anonymous.com,C,3.0,1.0,3.0,2.0,0.0,0.207416344586513,-0.6544768667943832,-0.23668399922566052,2.264439643368822,-0.7982587640883572,0,5,26,613465.0,5,87.562,222.62,627.448,5,442,403,437.81,87.562,6.4692503167957724,0,3.4722180563367976e-12,0,TN
2989153,0,2249278,34.81,1265,mobile,Windows,yahoo.com,C,2.0,1.0,4.0,1.0,2.0,0.23991091857460606,-0.6599780608365926,-0.7348509025837876,0.7062319238371595,-1.2442505927195995,0,5,26,153857.0,6,141.48166666666665,314.02,-106.67166666666665,6,410,463,848.89,141.48166666666665,6.466300233140817,0,4.276546112098519e-20,0,TN
2989154,0,2249814,33.91,1127,mobile,,gmail.com,C,4.0,2.0,2.0,2.0,4.0,1.1288151192868416,-0.38527397756996623,-0.1872488645374196,-0.583372390746773,-1.1723754083693056,0,5,26,400415.0,5,72.242,196.62,-38.33200000000001,5,437,432,361.21000000000004,72.242,6.483871585349955,0,2.0738961393086815e-22,0,TN
2989155,0,2250259,18.41,1211,desktop,MacOS,gmail.com,H,1.0,1.0,2.0,2.0,5.0,0.5054723560574635,0.8078575463082353,1.5203281492491083,0.15885329849865307,-0.4434049974698815,1,5,26,430550.0,1,85.22,85.22,-66.81,1,439,433,85.22,85.22,6.487075005067492,0,2.7040644363975504e-18,0,TN
